"Customer","Article.Code","Purchase.Index","Document.Date","Time.Diff"
1752448,"AVHSG0248",1,2023-05-05,NA
1752448,"AVHSG0444",1,2023-06-07,NA
1752448,"AX11010000",4,2023-06-07,74
1752453,"AKCH010000",1,2023-04-12,NA
1752453,"AMF5010000",1,2023-04-12,NA
1752484,"A3GW010000",1,2021-08-31,NA
1752484,"A0RF010000",1,2022-05-24,NA
1752484,"A3GT010000",1,2022-05-24,NA
1752484,"AMFR010000",1,2022-06-12,NA
1752484,"AWK7010000",1,2022-06-12,NA
1752484,"AR5X010000",1,2022-10-01,NA
1752524,"AR5X010000",1,2023-07-09,NA
1752524,"AX1A010000",1,2023-07-09,NA
1752528,"AMF5010000",1,2022-01-04,NA
1752663,"AWGM010000",1,2022-08-15,NA
1752663,"AVHSG0319",1,2022-12-26,NA
1752663,"AW9T010000",1,2022-12-26,NA
1752663,"AWGM010000",2,2022-12-26,133
1752920,"AVHSG0309",1,2022-09-09,NA
1753087,"A09A700000-1",1,2023-03-12,NA
1753184,"AX14010000",1,2022-02-13,NA
1753390,"AMFW010000",1,2023-04-10,NA
1753390,"AWK7010000",1,2023-04-10,NA
1753455,"AR5X010000",1,2021-09-28,NA
1753455,"AX10010000",1,2021-09-28,NA
1753455,"AX14010000",1,2021-09-28,NA
1753455,"AX0E010000",1,2021-12-07,NA
1753455,"AX10010000",2,2021-12-07,70
1753455,"AMF5010000",1,2022-03-29,NA
1753455,"AX10010000",3,2022-03-29,112
1753455,"AX14010000",2,2022-03-29,182
1753455,"AX18010000",1,2022-03-29,NA
1753455,"AX14010000",3,2023-03-27,363
1753455,"VN5M010000",1,2023-03-27,NA
1753455,"VN5T010000",1,2023-03-27,NA
1753455,"VN6J010000",1,2023-03-27,NA
1753455,"AR5X010000",2,2023-06-14,624
1753455,"AX14010000",4,2023-06-14,79
1753455,"AX18010000",2,2023-06-14,442
1753456,"AMFW010000",1,2023-06-06,NA
1753459,"ANLF010000",1,2022-09-09,NA
1753644,"AR5L010000",1,2021-12-12,NA
1753644,"AVHSG0248",1,2021-12-12,NA
1753644,"AVHSG0247",1,2022-06-06,NA
1753644,"AX11010000",1,2022-07-31,NA
1753832,"A0RF010000",1,2022-01-06,NA
1753832,"A3GR010000",1,2022-01-06,NA
1753832,"A3GT010000",1,2022-01-06,NA
1753832,"A3GW010000",1,2022-01-06,NA
1753832,"A3GX010000",1,2022-01-06,NA
1753832,"AEY9010003",1,2022-01-06,NA
1753832,"A09A700000-1",1,2022-07-16,NA
1753912,"AR5K010000",1,2022-11-25,NA
1754113,"AW9L010000",1,2022-05-08,NA
1754113,"AW9R010000",1,2022-05-08,NA
1754183,"A2XA010000",1,2021-09-24,NA
1754183,"AWK8010000",1,2021-12-12,NA
1754183,"VMRP010000",1,2021-12-12,NA
1754183,"A09A700000-1",1,2022-04-11,NA
1754183,"AVHSG0321",1,2022-04-11,NA
1754366,"AX18010000",1,2022-05-07,NA
1754366,"VMR0010000",1,2022-05-07,NA
1754546,"VN5M010000",1,2023-04-24,NA
1754546,"VN5T010000",1,2023-04-24,NA
1754546,"VN6J010000",1,2023-04-24,NA
1754546,"VP7P010000",1,2023-04-24,NA
1754673,"AE9L010000",1,2021-09-05,NA
1754673,"AEY9010003",1,2021-09-05,NA
1754673,"AMFT010000",1,2021-09-05,NA
1754673,"AWLE010000",1,2021-09-05,NA
1754673,"AXFA010000",1,2021-09-05,NA
1754673,"AEY9010003",2,2021-09-05,0
1754673,"AMFT010000",2,2021-09-05,0
1754673,"AWLE010000",2,2021-09-05,0
1754673,"AXFA010000",2,2021-09-05,0
1754684,"AVHSG0434",1,2023-03-25,NA
1754684,"AVHSG0435",1,2023-03-25,NA
1754703,"A24N010000",1,2022-02-26,NA
1754703,"AVHSG0285",1,2022-02-26,NA
1755001,"A0RF010000",1,2022-10-01,NA
1755006,"A09A700000-1",1,2022-01-28,NA
1755060,"AVHSG0217",1,2022-07-02,NA
1755266,"AMET010000",1,2022-07-04,NA
1758630,"AVHSG0240",1,2021-11-13,NA
1758853,"AEY9010004",1,2023-06-17,NA
1758853,"AVHSG0216",1,2023-06-17,NA
1758853,"AX11010000",1,2023-06-17,NA
1758853,"AX15010000",1,2023-06-17,NA
1760062,"AMF7010000",1,2022-02-15,NA
1760062,"AMFR010000",1,2022-02-15,NA
1760062,"AMFW010000",1,2022-02-15,NA
1760062,"AWK7010000",1,2022-02-15,NA
1762229,"AVHSG0298",1,2022-03-27,NA
1762229,"A30F010000",1,2022-06-14,NA
1762229,"A3K4010000",1,2022-06-14,NA
1762232,"AMFW010000",1,2021-11-11,NA
1762232,"AWK8010000",1,2021-11-11,NA
1764268,"AHX0010000",1,2023-01-18,NA
1764696,"A14G010000",1,2021-09-16,NA
1764696,"AW9X010000",1,2021-09-16,NA
1764696,"A14G010000",2,2021-12-15,90
1764696,"AMFW010000",1,2021-12-15,NA
1764696,"AYFM010000",1,2021-12-15,NA
1764887,"A0K6010000",1,2021-11-03,NA
1764887,"A0K6010000",2,2022-04-10,158
1764887,"A0RF010000",1,2022-07-27,NA
1764887,"AW9X010000",1,2022-07-27,NA
1764887,"A0K6010000",3,2022-08-03,115
1764887,"AYG4010000",1,2022-12-18,NA
1764890,"A2K5010000",1,2022-09-15,NA
1764890,"A2K5010000",2,2023-06-29,287
1765071,"A1KE010000",1,2022-04-25,NA
1765071,"A8AL010000",1,2022-04-25,NA
1765071,"AG5G010000",1,2022-04-25,NA
1765176,"A3GT010000",1,2021-11-06,NA
1765176,"AAF3010000",1,2021-11-06,NA
1765176,"AMFR010000",1,2023-01-21,NA
1765176,"AWK7010000",1,2023-01-21,NA
1765177,"AKCJ010000",1,2022-04-04,NA
1765177,"AKCJ010000",2,2023-02-16,318
1765177,"AKCJ010000",3,2023-04-22,65
1765310,"A3TL010000",1,2022-01-13,NA
1765310,"AWLE010000",1,2022-01-13,NA
1765310,"AX11010000",1,2022-01-13,NA
1765455,"AR3F010000",1,2023-06-06,NA
1765455,"AW9X010000",1,2023-06-06,NA
1765455,"AX1A010000",1,2023-06-06,NA
1765455,"AYG4010000",1,2023-06-06,NA
1765455,"VMJN010000",1,2023-06-06,NA
1765460,"AMFR010000",1,2023-04-24,NA
1765460,"AMFW010000",1,2023-04-24,NA
1765460,"AWK7010000",1,2023-04-24,NA
1765475,"AWK7010000",1,2022-12-17,NA
1765475,"AX18010000",1,2022-12-17,NA
1765475,"VMR0010000",1,2022-12-17,NA
1765512,"AMFR010000",1,2022-03-29,NA
1765512,"AWLC010000",1,2022-03-29,NA
1765549,"AMFR010000",1,2021-08-15,NA
1765549,"AW9G010000",1,2021-08-15,NA
1765549,"AMFR010000",2,2021-12-18,125
1765549,"AVHSG0244",1,2021-12-18,NA
1765549,"AX18010000",1,2021-12-18,NA
1765549,"AWK8010000",1,2022-01-09,NA
1765549,"AMFR010000",3,2022-09-30,286
1765549,"AX10010000",1,2022-09-30,NA
1765549,"AMFR010000",4,2022-10-21,21
1765549,"AW9G010000",2,2022-10-21,432
1765549,"AWGM010000",1,2022-10-21,NA
1765549,"AX09010000",1,2022-10-21,NA
1765549,"AX1A010000",1,2022-11-01,NA
1765549,"AYJ4010000",1,2022-11-01,NA
1765621,"AEY9010003",1,2021-08-25,NA
1765621,"AMFT010000",1,2021-08-25,NA
1765621,"AMFT010000",2,2022-03-25,212
1765621,"AMFT010000",3,2022-08-06,134
1765621,"AMFR010000",1,2023-02-27,NA
1765621,"AWK8010000",1,2023-02-27,NA
1765621,"AVHSG0321",1,2023-03-24,NA
1765621,"AEY9010004",1,2023-06-29,NA
1765621,"AXFA010000",1,2023-06-29,NA
1765771,"A09A700000-1",1,2022-11-11,NA
1765771,"AVHSG0248",1,2022-11-11,NA
1765771,"AVHSG0248",2,2023-07-08,239
1765776,"AWK7010000",1,2021-12-25,NA
1765818,"AVHSG0218",1,2022-03-19,NA
1765818,"AMF5010000",1,2022-05-25,NA
1765818,"ANL6010000",1,2022-05-25,NA
1765818,"AX0E010000",1,2022-08-27,NA
1765818,"VMJN010000",1,2022-08-27,NA
1765820,"A09A700000-1",1,2021-09-19,NA
1765942,"AWK7010000",1,2022-12-10,NA
1765942,"AWK8010000",1,2022-12-10,NA
1765942,"AXFA010000",1,2022-12-10,NA
1766070,"AW9A010000",1,2021-11-30,NA
1766070,"VMRP010000",1,2021-11-30,NA
1766285,"AX10010000",1,2022-12-24,NA
1766285,"VNHY010000",1,2022-12-24,NA
1766375,"ANLF010000",1,2023-02-06,NA
1766375,"AX18010000",1,2023-02-06,NA
1766828,"AMFR010000",1,2023-05-06,NA
1766828,"AWLC010000",1,2023-05-06,NA
1766834,"AMFW010000",1,2021-09-05,NA
1766834,"AVHSG0260",1,2021-09-05,NA
1766899,"AVHSG0217",1,2021-12-06,NA
1766910,"AX0F010000",1,2022-09-19,NA
1766910,"AWGM010000",1,2022-11-11,NA
1767041,"AVHSG0217",1,2022-09-25,NA
1767041,"AX10010000",1,2022-09-25,NA
1767041,"AX11010000",1,2022-09-25,NA
1767048,"AMF5010000",1,2021-08-29,NA
1767048,"AW9M010000",1,2021-08-29,NA
1767048,"AW9T010000",1,2021-08-29,NA
1767048,"AW9X010000",1,2021-08-29,NA
1767048,"AVHSG0230",1,2021-08-29,NA
1767048,"AX18010000",1,2021-08-29,NA
1767048,"AVHSG0229",1,2021-11-27,NA
1767048,"AW9M010000",2,2021-11-27,90
1767048,"AMFH010000",1,2021-12-19,NA
1767048,"AR3C010000",1,2021-12-19,NA
1767048,"AX09010000",1,2021-12-19,NA
1767048,"AX11010000",1,2021-12-19,NA
1767048,"AX15010000",1,2021-12-19,NA
1767048,"AMFT010000",1,2022-03-26,NA
1767048,"AWLC010000",1,2022-03-26,NA
1767048,"AX0F010000",1,2022-03-26,NA
1767048,"AW9M010000",3,2022-03-26,119
1767048,"AW9T010000",2,2022-03-26,209
1767048,"AMFT010000",2,2022-03-26,0
1767048,"AWLE010000",1,2022-03-26,NA
1767048,"AX0F010000",2,2022-03-26,0
1767048,"AR5L010000",1,2022-06-04,NA
1767048,"AR5P010000",1,2022-06-04,NA
1767048,"AX1A010000",1,2022-06-04,NA
1767133,"A3TL010000",1,2022-04-19,NA
1767211,"AR5Y010000",1,2021-10-23,NA
1767211,"AR62010000",1,2021-10-23,NA
1767211,"AX14010000",1,2021-10-23,NA
1767211,"AVHSG0217",1,2021-12-06,NA
1767211,"AW9X010000",1,2021-12-06,NA
1767211,"AX09010000",1,2021-12-06,NA
1767211,"AXFA010000",1,2021-12-06,NA
1767211,"AEY9010003",1,2022-01-30,NA
1767211,"AMFT010000",1,2022-01-30,NA
1767211,"AR3G010000",1,2022-01-30,NA
1767211,"AR5Y010000",2,2022-01-30,99
1767211,"AX18010000",1,2022-01-30,NA
1767470,"AWK8010000",1,2023-06-11,NA
1767470,"AX14010000",1,2023-07-23,NA
1767636,"AVHSG0240",1,2022-01-18,NA
1767636,"AEY9010003",1,2022-03-10,NA
1767636,"AMFR010000",1,2022-03-10,NA
1767636,"AWK8010000",1,2022-03-10,NA
1767636,"AEY9010003",2,2023-01-25,321
1767636,"AMFT010000",1,2023-01-25,NA
1767636,"AMFW010000",1,2023-01-25,NA
1767636,"AWK8010000",2,2023-01-25,321
1767636,"AMFW010000",2,2023-07-22,178
1767637,"A409010000",1,2021-10-16,NA
1767712,"AVHSG0260",1,2021-09-09,NA
1767799,"AMFW010000",1,2023-04-30,NA
1767799,"AX18010000",1,2023-04-30,NA
1768035,"A409010000",1,2022-03-27,NA
1768035,"AVHSG0280",1,2022-07-31,NA
1768035,"VMPW010000",1,2022-07-31,NA
1768035,"VMR0010000",1,2022-07-31,NA
1768118,"AW9X010000",1,2022-03-27,NA
1768118,"A409010000",1,2022-04-04,NA
1768118,"AWK7010000",1,2022-04-04,NA
1768212,"AX10010000",1,2021-09-16,NA
1768212,"AX14010000",1,2021-09-16,NA
1768216,"AMFW010000",1,2021-08-10,NA
1768216,"AX18010000",1,2021-08-10,NA
1768216,"AEY9010003",1,2021-08-10,NA
1768216,"AMFT010000",1,2021-08-10,NA
1768216,"AW9A010000",1,2021-08-10,NA
1768216,"AW9H010000",1,2021-08-10,NA
1768216,"AWLE010000",1,2021-08-10,NA
1768216,"AMFW010000",2,2021-09-11,32
1768216,"AW9X010000",1,2021-09-11,NA
1768216,"AX18010000",2,2021-09-11,32
1768216,"AVHSG0229",1,2021-11-26,NA
1768216,"A3K1010000",1,2021-11-26,NA
1768216,"AVHSG0244",1,2021-11-26,NA
1768216,"A3JX010000",1,2022-03-17,NA
1768216,"A3K1010000",2,2022-08-11,258
1768216,"AMFT010000",2,2022-08-11,366
1768216,"AR5K010000",1,2022-08-14,NA
1768216,"AR5K010000",2,2022-12-01,109
1768216,"AR5N010000",1,2022-12-01,NA
1768216,"VMPP010000",1,2022-12-01,NA
1768216,"AR3F010000",1,2023-04-09,NA
1768216,"AW9G010000",1,2023-04-09,NA
1768216,"AMFT010000",3,2023-05-19,281
1768216,"AWK7010000",1,2023-05-19,NA
1768216,"AMFW010000",3,2023-05-19,615
1768216,"AWK8010000",1,2023-05-19,NA
1768292,"A3TX010000",1,2022-10-10,NA
1768292,"ACEY010000",1,2022-10-10,NA
1768702,"A3TL010000",1,2022-07-21,NA
1768702,"AMFR010000",1,2022-07-21,NA
1768702,"AWK7010000",1,2022-07-21,NA
1768799,"VN5M010000",1,2023-06-03,NA
1769322,"A1KE010000",1,2021-10-17,NA
1769322,"A30F010000",1,2021-10-17,NA
1769339,"AMFR010000",1,2021-09-19,NA
1769339,"AMFW010000",1,2021-09-19,NA
1769339,"AWK7010000",1,2021-09-19,NA
1769339,"AVHSG0240",1,2021-12-28,NA
1769339,"AX18010000",1,2021-12-28,NA
1769439,"AVHSG0261",1,2021-09-09,NA
1769439,"AR5X010000",1,2021-12-12,NA
1769439,"AVHSG0247",1,2021-12-12,NA
1769439,"AX15010000",1,2021-12-12,NA
1769467,"A0RF010000",1,2021-09-21,NA
1769467,"A0RF010000",2,2021-12-23,93
1769467,"A0RF010000",3,2022-03-05,72
1769467,"A0RF010000",4,2022-05-02,58
1769467,"A0RF010000",5,2022-08-12,102
1769467,"A0RF010000",6,2022-08-12,0
1769467,"AVHSG0240",1,2022-08-12,NA
1769467,"A0RF010000",7,2022-10-12,61
1769467,"A0RF010000",8,2022-12-12,61
1769467,"A0RF010000",9,2023-02-24,74
1769467,"A0RF010000",10,2023-03-28,32
1769467,"A0RF010000",11,2023-05-19,52
1769591,"AX18010000",1,2022-08-13,NA
1769598,"AEY9010003",1,2022-01-03,NA
1769598,"AR5X010000",1,2022-01-03,NA
1769645,"AVHSG0327",1,2022-05-21,NA
1769645,"A0RF010000",1,2022-07-24,NA
1769645,"VMJN010000",1,2022-07-24,NA
1770342,"AMFW010000",1,2021-09-15,NA
1770342,"AX10010000",1,2023-04-03,NA
1770342,"AX14010000",1,2023-04-03,NA
1770342,"AX18010000",1,2023-04-03,NA
1770342,"AX18010000",2,2023-07-25,113
1770370,"AMF5010000",1,2022-02-20,NA
1770370,"AMF7010000",1,2022-02-20,NA
1770370,"AMFH010000",1,2022-02-20,NA
1771113,"AX1A010000",1,2022-08-29,NA
1771113,"VMNT010000",1,2022-08-29,NA
1771113,"VMPE010000",1,2022-08-29,NA
1771115,"AMF5010000",1,2021-11-29,NA
1771115,"AVHSG0240",1,2021-11-29,NA
1771115,"AWK7010000",1,2022-03-27,NA
1771115,"AWK8010000",1,2023-02-04,NA
1771116,"AX10010000",1,2023-07-01,NA
1771131,"AMFW010000",1,2023-01-28,NA
1771131,"AWK8010000",1,2023-01-28,NA
1771766,"A7RX010000",1,2021-10-10,NA
1771768,"A0RF010000",1,2021-08-22,NA
1771768,"A1KE010000",1,2021-08-22,NA
1771768,"A09A700000-1",1,2023-05-20,NA
1771768,"A0RF010000",2,2023-05-20,636
1771768,"AR5X010000",1,2023-05-20,NA
1771768,"VMR0010000",1,2023-05-20,NA
1771768,"A09A700000-1",2,2023-05-20,0
1771768,"A0RF010000",3,2023-05-20,0
1771768,"AR5X010000",2,2023-05-20,0
1771768,"VMR0010000",2,2023-05-20,0
1771778,"A3TL010000",1,2022-03-04,NA
1772019,"AVHSG0351",1,2023-07-23,NA
1772019,"AVHSG0464",1,2023-07-23,NA
1772223,"AWK8010000",1,2021-11-26,NA
1772233,"AR5X010000",1,2022-03-27,NA
1772233,"AVHSG0249",1,2022-03-27,NA
1772233,"AX14010000",1,2022-03-27,NA
1772233,"AVHSG0299",1,2022-04-04,NA
1772233,"AR5X010000",2,2023-07-23,483
1772233,"AVHSG0483",1,2023-07-23,NA
1772316,"AR5X010000",1,2021-11-11,NA
1772316,"AX10010000",1,2021-11-11,NA
1772316,"AVHSG0280",1,2022-06-06,NA
1772316,"AW9G010000",1,2022-06-06,NA
1772316,"AW9R010000",1,2022-06-06,NA
1772330,"AW9G010000",1,2023-05-07,NA
1772330,"AW9X010000",1,2023-05-07,NA
1772350,"A3TX010000",1,2022-07-31,NA
1772350,"AR5X010000",1,2022-07-31,NA
1772375,"AMET010000",1,2023-02-02,NA
1772398,"AMF5010000",1,2022-05-05,NA
1772398,"AVHSG0398",1,2022-11-11,NA
1772425,"AVHSG0244",1,2021-11-13,NA
1772425,"AWK8010000",1,2021-11-13,NA
1772425,"AVHSG0434",1,2023-03-03,NA
1772433,"AMFR010000",1,2022-07-07,NA
1772433,"AWLC010000",1,2022-07-07,NA
1772453,"AVHSG0260",1,2021-09-09,NA
1772510,"AMF5010000",1,2021-12-21,NA
1772510,"AMFW010000",1,2021-12-21,NA
1772510,"AW9X010000",1,2021-12-21,NA
1772510,"AWK7010000",1,2021-12-21,NA
1772511,"AVHSG0260",1,2021-11-11,NA
1772511,"AR5L010000",1,2022-07-31,NA
1772512,"AWLC010000",1,2023-03-17,NA
1772512,"AXFA010000",1,2023-03-17,NA
1772566,"AVHSG0244",1,2022-12-10,NA
1772566,"AVHSG0237",1,2022-12-31,NA
1772566,"AMFT010000",1,2023-03-10,NA
1772566,"AWK8010000",1,2023-03-10,NA
1772646,"AWK8010000",1,2021-08-22,NA
1772892,"AVHSG0434",1,2023-03-03,NA
1773004,"AW9G010000",1,2022-01-29,NA
1773166,"AWK8010000",1,2021-12-18,NA
1773166,"AVHSG0217",1,2022-06-18,NA
1773166,"AVHSG0244",1,2022-06-18,NA
1773166,"AEY9010003",1,2022-10-24,NA
1773166,"AMFT010000",1,2022-10-24,NA
1773166,"AMFW010000",1,2022-10-24,NA
1773166,"AYG4010000",1,2022-10-24,NA
1773166,"AVHSG0244",2,2023-07-04,381
1773166,"AX0E010000",1,2023-07-04,NA
1774104,"A09A700000-1",1,2022-01-22,NA
1774104,"A3TX010000",1,2022-01-22,NA
1774104,"AM0L010000",1,2022-01-22,NA
1774104,"AW9C010000",1,2022-01-22,NA
1774104,"AW9H010000",1,2022-01-22,NA
1774104,"A0K6010000",1,2022-02-05,NA
1774104,"A3TX010000",2,2022-02-05,14
1774104,"AM0L010000",2,2022-02-05,14
1774104,"A3TX010000",3,2022-05-21,105
1774104,"AM0L010000",3,2022-05-21,105
1774104,"AM0L010000",4,2022-10-21,153
1774104,"AW9A010000",1,2022-11-27,NA
1774104,"VMNW010000",1,2022-11-27,NA
1774104,"VMPF010000",1,2022-11-27,NA
1774104,"VMNW010000",2,2023-04-23,147
1774104,"VMPF010000",2,2023-04-23,147
1774111,"AWK8010000",1,2023-03-03,NA
1774122,"AR5Y010000",1,2022-06-08,NA
1774122,"AMF5010000",1,2022-06-08,NA
1774122,"AR5Y010000",2,2023-04-27,323
1774127,"AVHSG0280",1,2022-03-27,NA
1774366,"AMFR010000",1,2022-05-03,NA
1774366,"AMFW010000",1,2022-05-03,NA
1774366,"AWK7010000",1,2022-05-03,NA
1774366,"AMF5010000",1,2022-05-03,NA
1774366,"AR5X010000",1,2022-05-03,NA
1774366,"AW9G010000",1,2022-05-03,NA
1774607,"A14G010000",1,2022-02-18,NA
1774683,"VN5M010000",1,2023-04-18,NA
1774683,"VN5T010000",1,2023-04-18,NA
1774753,"A0RF010000",1,2022-07-15,NA
1774760,"AWGM010000",1,2021-12-15,NA
1774760,"AVHSG0349",1,2022-09-28,NA
1774760,"AWGM010000",2,2023-02-20,432
1774777,"AMFR010000",1,2023-02-28,NA
1774777,"AMFW010000",1,2023-02-28,NA
1774777,"AWK7010000",1,2023-02-28,NA
1774795,"AMFR010000",1,2022-01-31,NA
1774795,"AMFW010000",1,2022-01-31,NA
1774795,"AWK7010000",1,2022-01-31,NA
1774795,"AWK8010000",1,2022-03-12,NA
1774795,"AMFR010000",2,2022-03-27,55
1774795,"AMFR010000",3,2022-07-31,126
1774795,"AVHSG0277",1,2022-07-31,NA
1774797,"AVHSG0216",1,2022-01-08,NA
1775209,"AW9L010000",1,2023-02-06,NA
1775220,"VN5M010000",1,2023-03-19,NA
1775253,"AVHSG0277",1,2022-06-06,NA
1775334,"AW9C010000",1,2021-11-27,NA
1775334,"AW9R010000",1,2021-11-27,NA
1775844,"AR5X010000",1,2021-10-04,NA
1775844,"AR5Y010000",1,2021-10-04,NA
1776167,"AR5Y010000",1,2022-06-15,NA
1776305,"AW9X010000",1,2023-04-01,NA
1776328,"AR5X010000",1,2022-12-05,NA
1776328,"AVHSG0237",1,2022-12-05,NA
1776584,"AVHSG0240",1,2022-07-09,NA
1776636,"AVHSG0240",1,2022-07-21,NA
1776636,"AVHSG0346",1,2022-07-21,NA
1776636,"AW9X010000",1,2022-09-14,NA
1776636,"AX18010000",1,2022-09-14,NA
1776636,"AMFR010000",1,2023-01-20,NA
1776636,"AX18010000",2,2023-01-20,128
1776636,"AX10010000",1,2023-03-03,NA
1776636,"VN5M010000",1,2023-06-06,NA
1776636,"VN5T010000",1,2023-06-06,NA
1781497,"AMFR010000",1,2021-08-29,NA
1781497,"AWK7010000",1,2021-08-29,NA
1781497,"AX0E010000",1,2021-08-29,NA
1781497,"AX10010000",1,2021-08-29,NA
1781497,"AX14010000",1,2021-08-29,NA
1781808,"ACEY010000",1,2021-10-23,NA
1781808,"AW9X010000",1,2021-10-23,NA
1781808,"A3TP010000",1,2022-05-03,NA
1781808,"AMFR010000",1,2022-11-15,NA
1781808,"AMFW010000",1,2022-11-15,NA
1781808,"AWK7010000",1,2022-11-15,NA
1781808,"AWLC010000",1,2022-11-15,NA
1781808,"AEY9010003",1,2022-12-21,NA
1781893,"AKCH010000",1,2023-06-30,NA
1781893,"AWK7010000",1,2023-06-30,NA
1781893,"AX18010000",1,2023-06-30,NA
1781929,"AEY9010003",1,2022-02-19,NA
1781929,"AR5Y010000",1,2022-02-19,NA
1781929,"AR5X010000",1,2022-07-17,NA
1784493,"AYJ4010000",1,2022-07-10,NA
1785306,"AMF5010000",1,2023-01-06,NA
1785435,"AMF5010000",1,2021-08-25,NA
1785435,"AMF7010000",1,2021-08-25,NA
1785435,"AVHSG0230",1,2021-08-25,NA
1785435,"AX0F010000",1,2021-10-14,NA
1785435,"AMF5010000",2,2022-01-17,145
1785435,"AMF7010000",2,2022-01-17,145
1785435,"A0RF010000",1,2022-03-24,NA
1785435,"AX1A010000",1,2022-03-24,NA
1785435,"A2XA010000",1,2022-03-28,NA
1785435,"AX15010000",1,2022-03-28,NA
1785435,"AX18010000",1,2022-03-28,NA
1785435,"AVHSG0364",1,2022-08-12,NA
1785435,"AVHSG0216",1,2022-08-12,NA
1785435,"AVHSG0216",2,2023-07-25,347
1785435,"AX11010000",1,2023-07-25,NA
1785435,"AX15010000",2,2023-07-25,484
1785435,"AX1A010000",2,2023-07-25,488
1785476,"AVHSG0262",1,2021-11-11,NA
1785476,"AVHSG0247",1,2022-03-27,NA
1785476,"AX09010000",1,2022-07-31,NA
1785476,"AX14010000",1,2022-07-31,NA
1785476,"AVHSG0322",1,2023-01-12,NA
1785503,"AMF5010000",1,2022-06-06,NA
1785503,"AMF7010000",1,2022-06-06,NA
1785512,"AVHSG0248",1,2021-11-11,NA
1785513,"AVHSG0354",1,2022-07-31,NA
1785513,"AW9X010000",1,2023-07-23,NA
1785519,"AMF5010000",1,2022-02-12,NA
1785519,"AVHSG0292",1,2022-02-12,NA
1785519,"AW9X010000",1,2022-02-12,NA
1785519,"AVHSG0292",2,2022-07-25,163
1785562,"AW9X010000",1,2022-11-11,NA
1785562,"AWGM010000",1,2022-11-11,NA
1785610,"AR5Y010000",1,2023-03-03,NA
1785933,"A7RX010000",1,2022-03-24,NA
1785933,"AEY9010003",1,2022-03-24,NA
1785933,"AR5Y010000",1,2022-03-24,NA
1785933,"AM0L010000",1,2022-11-11,NA
1785933,"AR5K010000",1,2023-06-17,NA
1785933,"AX14010000",1,2023-06-17,NA
1785933,"AMFR010000",1,2023-07-30,NA
1785933,"AR5K010000",2,2023-07-30,43
1786036,"AMF5010000",1,2022-01-20,NA
1786041,"AMFT010000",1,2021-08-01,NA
1786041,"AVHSG0245",1,2021-08-01,NA
1786041,"AWK8010000",1,2021-08-01,NA
1786041,"AMFT010000",2,2021-11-06,97
1786041,"AWK8010000",2,2021-11-06,97
1786041,"AMFT010000",3,2022-01-22,77
1786041,"AVHSG0244",1,2022-01-22,NA
1786041,"AEY9010003",1,2022-04-09,NA
1786041,"AMFT010000",4,2022-04-09,77
1786041,"AW9C010000",1,2022-04-09,NA
1786041,"AMFT010000",5,2022-06-19,71
1786041,"AR3C010000",1,2022-06-19,NA
1786041,"AX1A010000",1,2022-06-19,NA
1786041,"AXFA010000",1,2022-06-19,NA
1786041,"AMFT010000",6,2022-08-10,52
1786041,"AWK8010000",3,2022-08-10,277
1786041,"AMFT010000",7,2022-10-08,59
1786041,"AMFW010000",1,2022-10-08,NA
1786041,"AVHSG0244",2,2022-11-25,307
1786041,"AWK8010000",4,2022-11-25,107
1786041,"AEY9010003",2,2022-12-02,237
1786041,"AVHSG0237",1,2022-12-02,NA
1786041,"AMFT010000",8,2023-01-25,109
1786041,"AWK8010000",5,2023-01-25,61
1786041,"AVHSG0244",3,2023-07-02,219
1786041,"AVHSG0321",1,2023-07-02,NA
1786095,"AVHSG0237",1,2022-11-16,NA
1786095,"AYFM010000",1,2022-11-16,NA
1786145,"AMFW010000",1,2022-03-07,NA
1786145,"AMFW010000",2,2022-06-02,87
1786145,"AMFW010000",3,2022-09-04,94
1786145,"AVHSG0244",1,2022-12-31,NA
1786177,"AVHSG0288",1,2022-05-09,NA
1786189,"AT0P010000",1,2021-12-04,NA
1786189,"AX11010000",1,2021-12-04,NA
1786189,"AX15010000",1,2021-12-04,NA
1786268,"A3K4010000",1,2021-10-16,NA
1786268,"AMFW010000",1,2021-10-16,NA
1786268,"AWGM010000",1,2021-10-16,NA
1786268,"AMFR010000",1,2022-11-25,NA
1786268,"AVHSG0362",1,2022-11-25,NA
1786268,"AWK7010000",1,2022-11-25,NA
1786268,"AX10010000",1,2022-11-25,NA
1786268,"AVHSG0444",1,2023-07-23,NA
1786325,"AVHSG0249",1,2022-06-06,NA
1786328,"AEY9010003",1,2022-02-23,NA
1786328,"AMFW010000",1,2022-02-23,NA
1786506,"A09A700000-1",1,2022-06-06,NA
1786515,"AEY9010003",1,2021-11-28,NA
1786515,"AWK8010000",1,2021-11-28,NA
1786515,"AY5C010000",1,2021-11-28,NA
1786515,"AVHSG0260",1,2022-11-11,NA
1786515,"AVHSG0370",1,2022-12-24,NA
1786515,"AWK7010000",1,2022-12-24,NA
1786515,"AMF5010000",1,2023-03-04,NA
1786515,"AVHSG0452",1,2023-03-04,NA
1786515,"VN5M010000",1,2023-03-04,NA
1786637,"AR5P010000",1,2022-12-22,NA
1786637,"AR5K010000",1,2023-05-01,NA
1786637,"AR5X010000",1,2023-05-01,NA
1786637,"AWK7010000",1,2023-05-24,NA
1786801,"AKCH010000",1,2022-05-10,NA
